symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,xlarge_inflow,xlarge_outflow,xlarge_net_inflow,large_inflow,large_outflow,large_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,xlarge_net_flow_ratio,large_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK1092,2026-09-02T00:00:00Z,186221,186250,187723,184520,187716,-1466,-0.78,1526425,12989471701,1.67,0.97,0.00,0,705399,821026,1731773200000,1591166592000,-988376368,1973147440,2302565168,-329417728,3633213680,4292172320,-658958640,3632854288,3420688720,212165568,3363647392,2587436592,776210800,-7.61,-2.54,-5.07,1.63,5.98,0,8,2,6,0,0,0,19.88,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1093,2026-09-02T00:00:00Z,131696,132465,132948,130748,132682,-217,-0.16,3698216,7091154180,2.20,1.12,0.00,0,1827958,1870259,320569584000,295833168000,-73442000,504236464,540671008,-36434544,1501003968,1538011424,-37007456,2295929920,2394977712,-99047792,2674860896,2502371120,172489776,-1.04,-0.51,-0.52,-1.40,2.43,0,28,13,14,1,0,0,54.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1094,2026-09-02T00:00:00Z,99554,99524,100129,98530,100192,-668,-0.67,20188366,17412515424,2.21,0.86,0.00,0,8564231,11624135,822753472000,766375056000,-751470880,2118629024,2528007120,-409378096,3590702560,3932795344,-342092784,5463997440,5185886208,278111232,5861963264,5385815040,476148224,-4.32,-2.35,-1.96,1.60,2.73,0,49,13,35,1,0,0,-32.67,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1095,2026-09-02T00:00:00Z,132884,131167,132904,130667,133576,-2409,-1.80,12445970,6976505808,1.40,0.93,0.00,0,4640739,7805231,523364000000,479346448000,-536246112,954309088,1182876912,-228567824,1425749664,1733427952,-307678288,2028844464,1906314544,122529920,2419395824,2005679632,413716192,-7.69,-3.28,-4.41,1.76,5.93,0,20,2,18,0,0,0,32.05,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1097,2026-09-02T00:00:00Z,89062,88123,89062,87713,89628,-1505,-1.68,9662131,15351248095,1.77,0.76,0.00,0,4203227,5458904,671925648000,628731712000,-481876736,1111543168,1370890144,-259346976,3222433072,3444962832,-222529760,5083245568,4712883200,370362368,5619571968,5508057600,111514368,-3.14,-1.69,-1.45,2.41,0.73,0,41,6,34,1,0,0,-22.39,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1098,2026-09-02T00:00:00Z,109407,109288,109625,108368,109883,-595,-0.54,4935556,4055748143,1.55,0.97,0.00,0,2315860,2619696,262427708000,234584251000,-13262160,329760208,315361392,14398816,881503968,909164944,-27660976,1272921744,1293568016,-20646272,1497655056,1463746624,33908432,-0.33,0.36,-0.68,-0.51,0.84,0,33,9,23,1,0,0,25.64,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1099,2026-09-02T00:00:00Z,102334,102422,102918,101530,102986,-564,-0.55,795342,1064522624,2.16,0.93,0.00,0,370168,425174,62010640000,54776596000,645,28748917,38211352,-9462435,204079909,194616829,9463080,352731184,359208896,-6477712,443724880,437247808,6477072,0.00,-0.89,0.89,-0.61,0.61,0,9,2,6,1,0,0,26.33,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1100,2026-09-02T00:00:00Z,172395,173521,174696,171298,173473,48,0.03,11851927,19270416385,2.00,0.93,0.00,0,5651697,6200230,1089907152000,932912928000,-19215056,1855151568,1787710736,67440832,4032278624,4118934512,-86655888,6419340544,6414208256,5132288,6407583744,6370987520,36596224,-0.10,0.35,-0.45,0.03,0.19,0,89,37,46,6,0,0,70.30,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1101,2026-09-02T00:00:00Z,332050,333777,336801,330234,336785,-3008,-0.89,19726700,73648803948,2.81,0.80,0.00,0,8574930,11151770,4099950368000,3311194144000,-2669535744,9779469824,11121502976,-1342033152,21818150144,23145652736,-1327502592,23233188352,22231318528,1001869824,16403643392,14603929856,1799713536,-3.62,-1.82,-1.80,1.36,2.44,0,79,17,62,0,0,0,75.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1102,2026-09-02T00:00:00Z,168118,170247,170897,166997,168859,1388,0.82,8114406,15134032583,1.96,1.48,0.00,0,3836732,4277674,1560409040000,1352613872000,241895936,1725793744,1443074432,282719312,3470376576,3511199952,-40823376,4737753088,4922093568,-184340480,4771083520,4820848384,-49764864,1.60,1.87,-0.27,-1.22,-0.33,0,37,19,16,2,0,0,15.31,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1103,2026-09-02T00:00:00Z,108859,108642,108898,106880,109242,-600,-0.55,1419086,2491520562,1.36,0.92,0.00,0,703286,715800,110846365000,108492778000,-214115919,161318720,248167167,-86848447,497487936,624755408,-127267472,809714800,781198096,28516704,913548496,739014608,174533888,-8.59,-3.49,-5.11,1.14,7.01,0,11,5,6,0,0,0,27.10,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1104,2026-09-02T00:00:00Z,179749,180089,180984,178450,181597,-1508,-0.83,44376738,93672399987,2.84,0.93,0.00,0,20499165,23877573,3944144096000,3548735600000,-5222995200,8144348928,10908366592,-2764017664,20014184704,22473162240,-2458977536,32427023104,31728155904,698867200,30126770432,25535989760,4590780672,-5.58,-2.95,-2.63,0.75,4.90,0,245,53,185,7,0,0,92.51,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1106,2026-09-02T00:00:00Z,145096,143775,145102,143118,145426,-1651,-1.14,38919221,60424914816,2.48,0.81,0.00,0,17661472,21257749,3889511552000,3031436736000,357144832,5508877056,5435563520,73313536,13965929216,13682097920,283831296,20376182272,19986368768,389813504,19186911232,19918244864,-731333632,0.59,0.12,0.47,0.65,-1.21,0,203,40,161,2,0,0,51.10,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1107,2026-09-02T00:00:00Z,145323,143181,145537,143083,145897,-2716,-1.86,6464417,9120321731,0.54,0.77,0.00,0,2554000,3910417,1900019920000,1572284672000,-1233896064,1168089584,2114881408,-946791824,2078149328,2365253568,-287104240,2842616864,2341303424,501313440,2862333376,2129750768,732582608,-13.53,-10.38,-3.15,5.50,8.03,0,14,0,14,0,0,0,10.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1108,2026-09-02T00:00:00Z,131150,129601,131270,129466,132013,-2412,-1.83,4074137,20589436980,0.94,0.79,0.00,0,1849469,2224669,2374905680000,1522523664000,-1139002640,2238996064,3034929008,-795932944,5586675968,5929745664,-343069696,7991665920,6946268672,1045397248,4417874432,4324269056,93605376,-5.53,-3.87,-1.67,5.08,0.45,0,45,3,42,0,0,0,99.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1109,2026-09-02T00:00:00Z,110310,109576,110310,108893,111034,-1458,-1.31,16963981,8912152713,7.41,2.27,0.00,0,8000698,8963283,227046333000,210153479000,-170955600,1215235408,1140779664,74455744,1919636000,2165047344,-245411344,2660779744,2718943504,-58163760,2866224896,2637105536,229119360,-1.92,0.84,-2.75,-0.65,2.57,0,21,2,18,1,0,0,48.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1110,2026-09-02T00:00:00Z,171432,170731,172507,169471,173435,-2704,-1.56,21427660,26160350817,4.82,1.03,0.00,0,9504166,11923494,468661056000,439794112000,-2517368032,2027165920,3119130816,-1091964896,5143822336,6569225472,-1425403136,8105966848,8414865408,-308898560,10198665216,7372398592,2826266624,-9.62,-4.17,-5.45,-1.18,10.80,0,49,5,43,1,0,0,-166.90,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1111,2026-09-02T00:00:00Z,200646,199670,201840,198537,202564,-2894,-1.43,63495371,82970574588,4.96,1.21,0.00,0,28296920,35198450,2086555664000,1852915920000,-5101015552,10069526784,12274204416,-2204677632,17628691712,20525029632,-2896337920,25226952704,25422866176,-195913472,27214361600,21852831232,5361530368,-6.15,-2.66,-3.49,-0.24,6.46,0,125,23,101,1,0,0,59.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1112,2026-09-02T00:00:00Z,146987,145722,147035,145053,147277,-1555,-1.06,149013487,81576357503,0.59,0.91,0.00,0,65352215,83661272,23366949376000,16985508608000,-2408796672,9741137920,11121000448,-1379862528,17945443328,18974377472,-1028934144,24445657344,24004784128,440873216,27746569984,25776636928,1969933056,-2.95,-1.69,-1.26,0.54,2.41,0,385,49,324,12,0,0,9.60,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1113,2026-09-02T00:00:00Z,184332,185331,186752,183415,187094,-1763,-0.94,7271977,15710475179,3.45,0.78,0.00,0,3250261,4021717,473026576000,414075968000,669063488,2626757248,1674677536,952079712,3161706560,3444722784,-283016224,4413795840,4920969472,-507173632,5225530368,5387420160,-161889792,4.26,6.06,-1.80,-3.23,-1.03,0,30,5,25,0,0,0,153.94,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1115,2026-09-02T00:00:00Z,148417,148443,149055,147160,149036,-593,-0.40,40416297,35085813742,2.97,1.22,0.00,0,18529592,21886705,1642044000000,1373985696000,-1129080464,2721138976,3245345712,-524206736,7197282816,7802156544,-604873728,10854841344,10983754752,-128913408,13023090432,11712118016,1310972416,-3.22,-1.49,-1.72,-0.37,3.74,0,170,52,112,6,0,0,34.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1116,2026-09-02T00:00:00Z,151046,150489,151153,149091,151879,-1390,-0.92,1707837,2305580284,1.72,0.83,0.00,0,771217,936621,122651001000,98827717000,-80060045,117560481,194781358,-77220877,423582352,426421520,-2839168,743277696,700574080,42703616,987248192,949891776,37356416,-3.47,-3.35,-0.12,1.85,1.62,0,16,2,12,2,0,0,45.41,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1118,2026-09-02T00:00:00Z,139133,138827,139576,137786,140656,-1829,-1.30,11333442,15155642566,4.67,1.15,0.00,0,5111412,6222030,287600256000,268914080000,-1225921760,1223658144,1816958064,-593299920,2977826304,3610448144,-632621840,4818194432,4810137088,8057344,5704669440,4486804992,1217864448,-8.09,-3.91,-4.17,0.05,8.04,0,39,5,34,0,0,0,-40.68,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1119,2026-09-02T00:00:00Z,144894,144107,145353,143698,146559,-2452,-1.67,604159,2953340412,0.84,0.72,0.00,0,290346,313813,343645488000,298994144000,-205168838,174788138,288746656,-113958518,622086112,713296432,-91210320,1029534080,1004412528,25121552,1058297600,878250304,180047296,-6.95,-3.86,-3.09,0.85,6.10,0,10,0,10,0,0,0,45.59,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1121,2026-09-02T00:00:00Z,216278,215608,217114,214358,218792,-3184,-1.46,1004543,1580072182,1.05,0.85,0.00,0,486242,518301,99944315000,86327367000,-95948075,78322083,92640878,-14318795,319949488,401578768,-81629280,535741248,523139232,12602016,613717440,530371376,83346064,-6.07,-0.91,-5.17,0.80,5.27,0,4,0,4,0,0,0,65.06,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1124,2026-09-02T00:00:00Z,217960,219262,220896,217023,220408,-1146,-0.52,11147413,41323603315,2.95,0.88,0.00,0,5441604,5705809,1240826672000,1113961712000,-821677568,4933946112,5302796032,-368849920,9389960192,9842787840,-452827648,12495118080,12561022208,-65904128,13028630272,12122188800,906441472,-1.99,-0.89,-1.10,-0.16,2.19,0,55,14,40,1,0,0,38.12,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1125,2026-09-02T00:00:00Z,163539,163779,164652,162379,165157,-1378,-0.83,3862891,7324512570,2.26,0.91,0.00,0,1638924,2223967,336380560000,279079328000,-415294848,487364896,772511776,-285146880,1516911104,1647059072,-130147968,2193290384,2163142016,30148368,2963638288,2578491824,385146464,-5.67,-3.89,-1.78,0.41,5.26,0,26,6,18,2,0,0,3010.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1126,2026-09-02T00:00:00Z,196496,195072,197487,193859,198589,-3517,-1.77,25247804,39793363041,3.89,0.96,0.00,0,11119683,14128122,1123344512000,980385776000,-4169972208,3290294288,5151288064,-1860993776,8143752192,10452730624,-2308978432,12738880512,12630334464,108546048,14670545664,10609119488,4061426176,-10.48,-4.68,-5.80,0.27,10.21,0,62,5,57,0,0,0,144.32,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1127,2026-09-02T00:00:00Z,186620,186691,188136,185126,188810,-2119,-1.12,9046562,39509487823,2.05,0.91,0.00,0,3937699,5108863,2834783328000,2229317232000,-1442364160,5704560896,6911994624,-1207433728,13732093696,13967024128,-234930432,10966886144,10444706560,522179584,8313659392,7393403392,920256000,-3.65,-3.06,-0.59,1.32,2.33,0,39,5,34,0,0,0,119.43,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1128,2026-09-02T00:00:00Z,866256,866446,875150,859588,879881,-13435,-1.53,25182290,176626085908,2.72,0.75,0.00,0,11903036,13279254,7231150592000,6536980224000,-9036623104,27965396992,32467601152,-4502204160,45123465472,49657884416,-4534418944,56220332288,52938709504,3281622784,43415417088,37645323776,5770093312,-5.12,-2.55,-2.57,1.86,3.27,0,82,13,69,0,0,0,49.82,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1129,2026-09-02T00:00:00Z,98138,97916,98557,97138,98915,-999,-1.01,4507313,4041278976,3.72,0.86,0.00,0,2085937,2421376,98455890000,92153970000,-282163832,198625816,311049456,-112423640,759474912,929215104,-169740192,1309453136,1365372128,-55918992,1689504608,1351421776,338082832,-6.98,-2.78,-4.20,-1.38,8.37,0,18,3,12,3,0,0,-20.35,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1130,2026-09-02T00:00:00Z,138636,140266,141093,138491,140229,37,0.03,5210960,7195708811,3.22,1.20,0.00,0,2510211,2700748,277818464000,251705246000,-338255456,474080144,611038464,-136958320,1434399616,1635696752,-201297136,2342672384,2222613280,120059104,2741677008,2523271120,218405888,-4.70,-1.90,-2.80,1.67,3.04,0,28,10,18,0,0,0,-249.47,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1131,2026-09-02T00:00:00Z,203627,203443,204375,201674,205000,-1557,-0.76,599941,1037616140,1.24,0.66,0.00,0,283008,316934,88382394000,84972477000,-53869383,39174951,62605166,-23430215,201203571,231642739,-30439168,305358032,331684544,-26326512,469511344,389315456,80195888,-5.19,-2.26,-2.93,-2.54,7.73,0,7,0,6,1,0,0,40.15,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1132,2026-09-02T00:00:00Z,103428,103334,104022,102700,104705,-1371,-1.31,1332801,2467431157,2.04,0.74,0.00,0,602773,730028,137610713000,134265318000,-228945487,116639014,159169669,-42530655,458788224,645203056,-186414832,885370656,818037216,67333440,964259872,802647824,161612048,-9.28,-1.72,-7.56,2.73,6.55,0,10,2,7,1,0,0,58.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1133,2026-09-02T00:00:00Z,134219,133232,134285,132406,135283,-2051,-1.52,3170298,5350346041,2.22,0.72,0.00,0,1436240,1734058,243585369000,214066364000,-599756935,211714249,454887008,-243172759,935067024,1291651200,-356584176,1675862368,1699853248,-23990880,2395277744,1771978320,623299424,-11.21,-4.54,-6.66,-0.45,11.65,0,23,4,19,0,0,0,73.76,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1134,2026-09-02T00:00:00Z,191014,191882,192931,189814,193030,-1148,-0.59,67330195,189500434033,1.82,0.99,0.00,0,31555238,35774958,11934252288000,8752547840000,-8255174656,28138294528,32301785856,-4163491328,49149672448,53241355776,-4091683328,59529713408,56430512640,3099200768,48460536064,43211421184,5249114880,-4.36,-2.20,-2.16,1.64,2.77,0,239,70,161,8,0,0,37.34,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1135,2026-09-02T00:00:00Z,114214,113879,114459,113151,115272,-1393,-1.21,36096151,48214103676,2.36,0.98,0.00,0,16045567,20050584,1975993504000,1718863536000,-4302559568,3516141488,5737088000,-2220946512,9413079296,11494692352,-2081613056,15559113728,15086585344,472528384,18357883904,14500339712,3857544192,-8.92,-4.61,-4.32,0.98,8.00,0,168,31,134,3,0,0,59.75,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1136,2026-09-02T00:00:00Z,377422,379919,383026,375094,383194,-3275,-0.85,28916067,169644589365,3.79,0.82,0.00,0,13932874,14983193,6114365696000,5244624384000,-6430453504,27018044928,30456141824,-3438096896,43549150464,46541507072,-2992356608,54490261248,51896166144,2594095104,40677039104,36770064384,3906974720,-3.79,-2.03,-1.76,1.53,2.30,0,104,29,75,0,0,0,62.89,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1137,2026-09-02T00:00:00Z,286384,287148,289495,284594,290981,-3833,-1.32,27894639,162535879458,2.99,0.76,0.00,0,13186933,14707705,11927163648000,6348664064000,-7004465664,22613249536,26549258240,-3936008704,39030753536,42099210496,-3068456960,56745403136,54949872896,1795530240,40163838976,34922584320,5241254656,-4.31,-2.42,-1.89,1.10,3.22,0,141,22,117,2,0,0,59.62,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1138,2026-09-02T00:00:00Z,210218,212834,214378,208996,212459,375,0.18,54000841,152232524644,3.17,0.95,0.00,0,25773046,28227794,7058945536000,6425185280000,1204366848,20468106752,19514591232,953515520,35812113664,35561262336,250851328,46942639872,47866892288,-924252416,45430031360,45586616320,-156584960,0.79,0.63,0.16,-0.61,-0.10,0,170,72,94,4,0,0,31.23,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1139,2026-09-02T00:00:00Z,119911,118864,120008,118733,120079,-1215,-1.01,61001235,58968188181,0.30,0.97,0.00,0,27684240,33316996,26786960128000,16426648320000,-2240032000,8558791424,10380920064,-1822128640,13718522112,14136425472,-417903360,17443216640,17141404416,301812224,18178394624,16240174848,1938219776,-3.80,-3.09,-0.71,0.51,3.29,0,81,16,62,3,0,0,10.50,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1141,2026-09-02T00:00:00Z,187441,188256,189598,186752,189441,-1185,-0.63,19338663,29577204224,2.68,0.87,0.00,0,8362601,10976062,1545734496000,1376150160000,-228117984,3592797232,3938469136,-345671904,6955962112,6838408192,117553920,9342984448,9108516096,234468352,9127153920,9133504256,-6350336,-0.77,-1.17,0.40,0.79,-0.02,0,34,14,20,0,0,0,35.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1142,2026-09-02T00:00:00Z,122727,121985,122868,121338,123669,-1684,-1.36,12623373,9096654767,2.40,0.83,0.00,0,5092055,7531318,363928592000,337656880000,-612513472,1292696704,1714149104,-421452400,1810323184,2001384256,-191061072,2620596000,2455435904,165160096,3133407104,2686053744,447353360,-6.73,-4.63,-2.10,1.82,4.92,0,24,3,20,1,0,0,49.76,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1143,2026-09-02T00:00:00Z,150478,150552,151324,148992,151546,-994,-0.66,2806610,6059188699,2.36,0.96,0.00,0,1289490,1517120,165521348000,140401858000,-228117216,413104368,459718160,-46613792,1261647072,1443150496,-181503424,1893750096,1934087376,-40337280,2340486960,2071822944,268664016,-3.76,-0.77,-3.00,-0.67,4.43,0,24,6,16,2,0,0,-645.07,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1144,2026-09-02T00:00:00Z,148556,148839,149326,146951,149545,-706,-0.47,9617951,22449729673,2.74,1.03,0.00,0,4779035,4838916,779480832000,695070160000,-1319930512,1844545616,2429436640,-584891024,4844809216,5579848704,-735039488,7123755776,6673764096,449991680,8107417088,7237478400,869938688,-5.88,-2.61,-3.27,2.00,3.88,0,60,20,37,3,0,0,47.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1145,2026-09-02T00:00:00Z,197903,198512,199524,196351,199629,-1117,-0.56,3011895,8891386618,1.57,0.89,0.00,0,1493335,1518560,640413216000,584733248000,-278561872,693422192,784211920,-90789728,1802947056,1990719200,-187772144,3195603888,3143448928,52154960,3004496720,2778089808,226406912,-3.13,-1.02,-2.11,0.59,2.55,0,36,11,23,2,0,0,46.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1146,2026-09-02T00:00:00Z,124729,123181,124729,122886,125317,-2136,-1.70,6188396,14295882687,1.95,0.75,0.00,0,2648455,3539941,915277552000,823600544000,-603121984,950928144,1411856432,-460928288,3176089792,3318283488,-142193696,4935845376,4519790080,416055296,4902501120,4706852864,195648256,-4.22,-3.22,-0.99,2.91,1.37,0,43,6,37,0,0,0,110.19,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1147,2026-09-02T00:00:00Z,100387,98592,100528,98535,100658,-2066,-2.05,1779249,1927808161,1.48,0.73,0.00,0,741224,1038025,145726551000,116450369000,-112944876,55821307,107636295,-51814988,294460976,355590864,-61129888,615884736,619331232,-3446496,912542368,796150992,116391376,-5.86,-2.69,-3.17,-0.18,6.04,0,14,1,13,0,0,0,24.19,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1148,2026-09-02T00:00:00Z,124754,124435,125388,122985,125437,-1002,-0.80,5519209,12140090940,1.46,0.77,0.00,0,2275580,3243628,579049680000,556427680000,-353272832,1731920992,1809702896,-77781904,2803849072,3079340000,-275490928,4500880384,4531294976,-30414592,2825818096,2412097312,413720784,-2.91,-0.64,-2.27,-0.25,3.41,0,27,8,18,1,0,0,-21.69,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1150,2026-09-02T00:00:00Z,147372,147938,148685,146480,148659,-721,-0.49,14192257,32781941630,1.46,0.89,0.00,0,6674202,7518055,2907302464000,2683681152000,-1184066656,2809462640,3267946192,-458483552,6786947328,7512530432,-725583104,10305259264,10243875072,61384192,12025741568,10886837504,1138904064,-3.61,-1.40,-2.21,0.19,3.47,0,107,31,73,3,0,0,36.58,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1151,2026-09-02T00:00:00Z,123425,121681,124023,121497,124139,-2458,-1.98,31071984,35476621525,4.75,1.23,0.00,0,13589846,17482138,625082144000,567253616000,-3174944752,3752309776,5387946752,-1635636976,7170776832,8710084608,-1539307776,10694966784,10906825472,-211858688,12573954560,9187151360,3386803200,-8.95,-4.61,-4.34,-0.60,9.55,0,46,5,41,0,0,0,497.74,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1152,2026-09-02T00:00:00Z,252512,253782,256585,251103,256897,-3115,-1.21,3668002,37763750345,2.98,0.71,0.00,0,1803792,1864210,2125348080000,1940109440000,-1389200896,4760210688,5327136000,-566925312,9569626880,10391902464,-822275584,16490360320,15373916928,1116443392,6120565760,5845567488,274998272,-3.68,-1.50,-2.18,2.96,0.73,0,28,5,23,0,0,0,92.82,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1153,2026-09-02T00:00:00Z,124522,124484,125446,123474,125491,-1007,-0.80,22474235,36961821404,3.92,1.12,0.00,0,10038840,12435395,1134619584000,946347024000,-3190766944,3343161760,5012425984,-1669264224,7449215232,8970717952,-1521502720,11388856832,11256898048,131958784,13315217408,10191873536,3123343872,-8.63,-4.52,-4.12,0.36,8.45,0,73,15,58,0,0,0,54.62,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1155,2026-09-02T00:00:00Z,159647,160775,161469,158649,160960,-185,-0.11,15396759,52568192954,1.78,0.88,0.00,0,7314884,8081875,4365067776000,3473030064000,-1791597568,7447538688,7775828480,-328289792,12293039616,13756347392,-1463307776,15492450048,15491026944,1423104,15962638080,14155624192,1807013888,-3.41,-0.62,-2.78,0.00,3.44,0,108,40,62,6,0,0,26.07,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1156,2026-09-02T00:00:00Z,178781,179583,180663,177661,180086,-503,-0.28,8152465,25768490432,2.97,0.97,0.00,0,4022362,4130104,855909184000,696433280000,64469840,4270470192,3820924384,449545808,5816916736,6201992704,-385075968,7600342272,7911013632,-310671360,7414821376,7161165056,253656320,0.25,1.74,-1.49,-1.21,0.98,0,47,14,32,1,0,0,38.12,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1157,2026-09-02T00:00:00Z,197922,199642,200647,196686,199047,595,0.30,11057483,22108289970,1.79,0.92,0.00,0,5246643,5810840,1058335824000,919172896000,211805696,1999563760,1916706800,82856960,4922848000,4793899264,128948736,6940698112,6904245760,36452352,7606691328,7810723072,-204031744,0.96,0.37,0.58,0.16,-0.92,0,85,32,50,3,0,0,171.56,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1158,2026-09-02T00:00:00Z,376385,376075,377599,371316,377860,-1785,-0.47,23851617,20559042844,2.86,1.05,0.00,0,11177638,12673979,884015648000,772672144000,-94503856,794154096,724449952,69704144,2570255584,2734463584,-164208000,5871370240,5989946368,-118576128,10863446528,10650366720,213079808,-0.46,0.34,-0.80,-0.58,1.04,0,400,109,281,10,0,0,-51.88,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
BK1160,2026-09-02T00:00:00Z,224628,224705,226241,223502,227090,-2385,-1.05,32365218,56136543681,2.74,0.88,0.00,0,13981283,18383935,1936922496000,1733130736000,-1777154816,6352036608,7528297216,-1176260608,12243593216,12844487424,-600894208,17552604928,16862829824,689775104,18722315008,17634935296,1087379712,-3.17,-2.10,-1.07,1.23,1.94,0,89,18,71,0,0,0,74.40,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-02T18:50:37+08:00
